;Title;Genre;Actors
4445;The Princess Bride;Adventure, Family, Fantasy            ;Cary Elwes, Mandy Patinkin, Robin Wright, Chris Sarandon
4446;The Pick-up Artist;Comedy, Crime, Drama            ;Molly Ringwald, Robert Downey Jr., Dennis Hopper, Danny Aiello
4447;Amazon Women on the Moon;Comedy, Sci-Fi            ;Rosanna Arquette, Michelle Pfeiffer, Arsenio Hall, Donald F. Muhich
4448;Baby Boom;Comedy, Drama, Romance            ;Diane Keaton, Sam Shepard, Harold Ramis, Kristina Kennedy
4449;Fatal Attraction;Drama, Thriller            ;Michael Douglas, Glenn Close, Anne Archer, Ellen Latzen
4450;Maurice;Drama, Romance            ;James Wilby, Rupert Graves, Hugh Grant, Denholm Elliott
4451;Near Dark;Action, Crime, Drama            ;Adrian Pasdar, Jenny Wright, Lance Henriksen, Bill Paxton
4452;Hamburger Hill;Action, Drama, Thriller            ;Anthony Barrile, Michael Boatman, Don Cheadle, Michael Dolan
4453;The Garbage Pail Kids Movie;Adventure, Comedy, Family            ;Anthony Newley, Mackenzie Astin, Phil Fondacaro, Katie Barberi
4454;Born in East L.A.;Comedy            ;Cheech Marin, Daniel Stern, Paul Rodriguez, Kamala Lopez
4455;Can't Buy Me Love;Comedy, Drama, Romance            ;Patrick Dempsey, Amanda Peterson, Courtney Gains, Tina Caspary
4456;The Monster Squad;Action, Comedy, Fantasy            ;Andre Gower, Robby Kiger, Stephen Macht, Duncan Regehr
4457;No Way Out;Action, Crime, Drama            ;Kevin Costner, Gene Hackman, Sean Young, Will Patton
4458;Masters of the Universe;Action, Adventure, Fantasy            ;Dolph Lundgren, Frank Langella, Meg Foster, Billy Barty
4459;Stakeout;Action, Comedy, Crime            ;Richard Dreyfuss, Emilio Estevez, Madeleine Stowe, Aidan Quinn
4460;The Lost Boys;Comedy, Horror            ;Jason Patric, Corey Haim, Dianne Wiest, Barnard Hughes
4461;Superman IV: The Quest for Peace;Action, Adventure, Family            ;Christopher Reeve, Gene Hackman, Margot Kidder, Jackie Cooper
4462;Summer School;Comedy, Romance            ;Mark Harmon, Kirstie Alley, Robin Thomas, Patrick Labyorteaux
4463;RoboCop;Action, Crime, Sci-Fi            ;Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox
4464;Jaws: The Revenge;Adventure, Horror, Thriller            ;Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young
4465;Revenge of the Nerds II: Nerds in Paradise;Comedy            ;Robert Carradine, Curtis Armstrong, Larry B. Scott, Timothy Busfield
4466;Surf Nazis Must Die;Action, Comedy, Drama            ;Gail Neely, Robert Harden, Barry Brenner, Dawn Wildsmith
4467;Innerspace;Action, Adventure, Comedy            ;Dennis Quaid, Martin Short, Meg Ryan, Kevin McCarthy
4468;The Living Daylights;Action, Adventure, Thriller            ;Timothy Dalton, Maryam d'Abo, Jeroen Krabbé, Joe Don Baker
4469;Spaceballs;Adventure, Comedy, Sci-Fi            ;Mel Brooks, John Candy, Rick Moranis, Bill Pullman
4470;Adventures in Babysitting;Adventure, Comedy, Crime            ;Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp
4471;Full Metal Jacket;Drama, War            ;Matthew Modine, R. Lee Ermey, Vincent D'Onofrio, Adam Baldwin
4472;Predator;Action, Adventure, Sci-Fi            ;Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo
4473;The Witches of Eastwick;Comedy, Fantasy, Horror            ;Jack Nicholson, Cher, Susan Sarandon, Michelle Pfeiffer
4474;Harry and the Hendersons;Comedy, Family, Fantasy            ;John Lithgow, Melinda Dillon, Margaret Langrick, Joshua Rudoy
4475;Benji the Hunted;Adventure, Family            ;Red Steagall, Frank Inn, Benji, Nancy Francis
4476;The Untouchables;Crime, Drama, Thriller            ;Kevin Costner, Sean Connery, Robert De Niro, Charles Martin Smith
4477;La Bamba;Biography, Drama, Music            ;Lou Diamond Phillips, Esai Morales, Rosanna DeSoto, Elizabeth Peña
4478;Barfly;Comedy, Drama, Romance            ;Mickey Rourke, Faye Dunaway, Alice Krige, Jack Nance
4479;Ernest Goes to Camp;Comedy, Family            ;Jim Varney, Victoria Racimo, John Vernon, Iron Eyes Cody
4480;Beverly Hills Cop II;Action, Comedy, Crime            ;Eddie Murphy, Judge Reinhold, Jürgen Prochnow, Ronny Cox
4481;Ishtar;Action, Adventure, Comedy            ;Warren Beatty, Dustin Hoffman, Isabelle Adjani, Charles Grodin
4482;House II: The Second Story;Comedy, Fantasy, Horror            ;Arye Gross, Jonathan Stark, Royal Dano, Bill Maher
4483;Hellraiser;;
4484;Dirty Dancing;Drama, Music, Romance            ;Patrick Swayze, Jennifer Grey, Jerry Orbach, Cynthia Rhodes
4485;American Ninja 2: The Confrontation;Action, Drama            ;Michael Dudikoff, Steve James, Larry Poindexter, Gary Conway
4486;Extreme Prejudice;Action, Crime, Drama            ;Nick Nolte, Powers Boothe, Michael Ironside, Maria Conchita Alonso
4487;The Gate;Fantasy, Horror            ;Stephen Dorff, Christa Denton, Louis Tripp, Kelly Rowan
4488;Project X;Comedy, Drama, Sci-Fi            ;Matthew Broderick, Helen Hunt, Willie, Okko
4489;Prick Up Your Ears;Biography, Drama            ;Gary Oldman, Alfred Molina, Vanessa Redgrave, Wallace Shawn
4490;The Secret of My Success;Comedy, Romance            ;Michael J. Fox, Helen Slater, Richard Jordan, Margaret Whitton
4491;Police Academy 4: Citizens on Patrol;Comedy, Crime            ;Steve Guttenberg, Bubba Smith, Michael Winslow, David Graf
4492;Withnail & I;Comedy, Drama            ;Richard E. Grant, Paul McGann, Richard Griffiths, Ralph Brown
4493;Blind Date;Comedy, Romance            ;Kim Basinger, Bruce Willis, John Larroquette, William Daniels
4494;Street Smart;Crime, Drama, Thriller            ;Christopher Reeve, Kathy Baker, Mimi Rogers, Jay Patterson
4495;Hollywood Shuffle;Comedy            ;Robert Townsend, Craigus R. Johnson, Helen Martin, Starletta DuPois
4496;The Fourth Protocol;Thriller            ;Michael Caine, Pierce Brosnan, Ned Beatty, Joanna Cassidy
4497;Evil Dead II;Comedy, Horror            ;Bruce Campbell, Sarah Berry, Dan Hicks, Kassie Wesley DePaiva
4498;Swimming to Cambodia;Comedy, Drama            ;Spalding Gray, Sam Waterston, Ira Wheeler
4499;Lethal Weapon;Action, Crime, Thriller            ;Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan
4500;Angel Heart;Horror, Mystery, Thriller            ;Mickey Rourke, Robert De Niro, Lisa Bonet, Charlotte Rampling
4501;Raising Arizona;Comedy, Crime            ;Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman
4502;A Nightmare on Elm Street 3: Dream Warriors;Fantasy, Horror            ;Heather Langenkamp, Robert Englund, Craig Wasson, Patricia Arquette
4503;Some Kind of Wonderful;Drama, Romance            ;Eric Stoltz, Mary Stuart Masterson, Lea Thompson, Craig Sheffer
4504;Tin Men;Comedy, Drama            ;Richard Dreyfuss, Danny DeVito, Barbara Hershey, John Mahoney
4505;Mannequin;Comedy, Fantasy, Romance            ;Andrew McCarthy, Kim Cattrall, Estelle Getty, James Spader
4506;Over the Top;Action, Drama, Sport            ;Sylvester Stallone, Robert Loggia, Susan Blakely, Rick Zumwalt
4507;Black Widow;Crime, Drama, Thriller            ;Debra Winger, Theresa Russell, Sami Frey, Dennis Hopper
4508;Light of Day;Drama, Music            ;Michael J. Fox, Gena Rowlands, Joan Jett, Michael McKean
4509;Radio Days;Comedy            ;Mia Farrow, Dianne Wiest, Mike Starr, Paul Herman
4510;The Bedroom Window;Crime, Mystery, Thriller            ;Steve Guttenberg, Elizabeth McGovern, Isabelle Huppert, Paul Shenar
4511;Witchboard;Horror, Mystery, Thriller            ;Todd Allen, Tawny Kitaen, Stephen Nichols, Kathleen Wilhoite
4512;Platoon;Drama, War            ;Charlie Sheen, Tom Berenger, Willem Dafoe, Keith David
4513;Little Shop of Horrors;Comedy, Horror, Musical            ;Rick Moranis, Ellen Greene, Vincent Gardenia, Levi Stubbs
4514;King Kong Lives;Action, Adventure            ;Brian Kerwin, Linda Hamilton, Peter Elliott, George Antoni
4515;The Golden Child;Action, Adventure, Comedy            ;Eddie Murphy, J.L. Reate, Charles Dance, Charlotte Lewis
4516;¡Three Amigos!;Comedy, Western            ;Steve Martin, Chevy Chase, Martin Short, Alfonso Arau
4517;Heartbreak Ridge;Drama, War            ;Clint Eastwood, Marsha Mason, Everett McGill, Moses Gunn
4518;The Big Easy;Comedy, Crime, Drama            ;Dennis Quaid, Ellen Barkin, Ned Beatty, John Goodman
4519;The Mosquito Coast;Adventure, Drama, Thriller            ;Harrison Ford, Helen Mirren, River Phoenix, Jadrien Steele
4520;Star Trek IV: The Voyage Home;Adventure, Comedy, Sci-Fi            ;William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan
4521;An American Tail;Animation, Adventure, Comedy            ;Dom DeLuise, Christopher Plummer, Erica Yohn, Nehemiah Persoff
4522;Hoosiers;Drama, Sport            ;Gene Hackman, Barbara Hershey, Dennis Hopper, Sheb Wooley
4523;Something Wild;Comedy, Crime, Romance            ;Jeff Daniels, Melanie Griffith, Ray Liotta, George 'Red' Schwartz
4524;Soul Man;Comedy, Romance            ;C. Thomas Howell, Rae Dawn Chong, Arye Gross, James Earl Jones
4525;Trick or Treat;Comedy, Horror, Music            ;Marc Price, Tony Fields, Lisa Orgolini, Doug Savant
4526;Jumpin' Jack Flash;Comedy, Romance, Thriller            ;Whoopi Goldberg, Stephen Collins, John Wood, Carol Kane
4527;Deadly Friend;Drama, Horror, Sci-Fi            ;Matthew Labyorteaux, Kristy Swanson, Michael Sharrett, Anne Twomey
4528;The Color of Money;Drama, Sport            ;Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio, Helen Shaver
4529;Peggy Sue Got Married;Comedy, Drama, Fantasy            ;Kathleen Turner, Nicolas Cage, Barry Miller, Catherine Hicks
4530;Henry: Portrait of a Serial Killer;Biography, Crime, Drama            ;Michael Rooker, Tracy Arnold, Tom Towles, Mary Demas
4531;Children of a Lesser God;Drama, Romance            ;William Hurt, Marlee Matlin, Piper Laurie, Philip Bosco
4532;True Stories;Musical, Comedy            ;David Byrne, John Goodman, Annie McEnroe, Jo Harvey Allen
4533;Blue Velvet;Drama, Mystery, Thriller            ;Isabella Rossellini, Kyle MacLachlan, Dennis Hopper, Laura Dern
4534;Thrashin';Action, Drama, Romance            ;Josh Brolin, Robert Rusler, Pamela Gidley, Brooke McCarter
4535;Shanghai Surprise;Adventure, Comedy, Crime            ;Sean Penn, Madonna, Paul Freeman, Richard Griffiths
4536;River's Edge;Crime, Drama            ;Crispin Glover, Keanu Reeves, Ione Skye, Daniel Roebuck
4537;The Texas Chainsaw Massacre 2;Comedy, Horror            ;Dennis Hopper, Caroline Williams, Jim Siedow, Bill Moseley
4538;Night of the Creeps;Comedy, Horror, Sci-Fi            ;Jason Lively, Tom Atkins, Steve Marshall, Jill Whitlow
4539;Manhunter;Crime, Horror, Mystery            ;William Petersen, Kim Greist, Joan Allen, Brian Cox
4540;The Fly;Drama, Horror, Sci-Fi            ;Jeff Goldblum, Geena Davis, John Getz, Joy Boushel
4541;Armed and Dangerous;Action, Comedy, Crime            ;John Candy, Meg Ryan, Eugene Levy, Robert Loggia
4542;Howard the Duck;Action, Adventure, Comedy            ;Lea Thompson, Jeffrey Jones, Tim Robbins, Ed Gale
4543;Friday the 13th Part VI: Jason Lives;Horror, Thriller            ;Thom Mathews, Jennifer Cooke, David Kagen, Kerry Noonan
4544;Flight of the Navigator;Adventure, Comedy, Family            ;Joey Cramer, Paul Reubens, Cliff De Young, Veronica Cartwright
4545;Nothing in Common;Comedy, Drama, Romance            ;Tom Hanks, Jackie Gleason, Eva Marie Saint, Hector Elizondo
4546;Maximum Overdrive;Action, Comedy, Horror            ;Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith
4547;Heartburn;Comedy, Drama            ;Meryl Streep, Jack Nicholson, Jeff Daniels, Maureen Stapleton
4548;Aliens;Action, Adventure, Sci-Fi            ;Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser
4549;Club Paradise;Comedy            ;Robin Williams, Peter O'Toole, Rick Moranis, Jimmy Cliff
4550;Big Trouble in Little China;Action, Adventure, Comedy            ;Kurt Russell, Kim Cattrall, Dennis Dun, James Hong
4551;Labyrinth;Adventure, Family, Fantasy            ;David Bowie, Jennifer Connelly, Toby Froud, Shelley Thompson
4552;Running Scared;Action, Comedy, Crime            ;Gregory Hines, Billy Crystal, Steven Bauer, Darlanne Fluegel
4553;Ruthless People;Comedy, Crime            ;Bette Midler, Danny DeVito, Judge Reinhold, Helen Slater
4554;About Last Night...;Comedy, Drama, Romance            ;Rob Lowe, Demi Moore, Jim Belushi, Elizabeth Perkins
4555;The Great Mouse Detective;Animation, Adventure, Family            ;Vincent Price, Barrie Ingham, Val Bettin, Susanne Pollatschek
4556;The Karate Kid Part II;Action, Family, Romance            ;Pat Morita, Ralph Macchio, Pat E. Johnson, Bruce Malmuth
4557;Back to School;Comedy, Romance, Sport            ;Rodney Dangerfield, Sally Kellerman, Burt Young, Keith Gordon
4558;The Manhattan Project;Sci-Fi, Thriller            ;John Lithgow, Christopher Collet, Richard Council, Robert Schenkkan
4559;Ferris Bueller's Day Off;Comedy            ;Matthew Broderick, Alan Ruck, Mia Sara, Jeffrey Jones
4560;SpaceCamp;Adventure, Family, Sci-Fi            ;Kate Capshaw, Lea Thompson, Kelly Preston, Larry B. Scott
4561;Sid and Nancy;Biography, Drama, Music            ;Gary Oldman, Chloe Webb, David Hayman, Debby Bishop
4562;She's Gotta Have It;Comedy, Romance            ;Tracy Camilla Johns, Tommy Redmond Hicks, John Canada Terrell, Spike Lee
4563;Psycho III;Horror, Mystery, Thriller            ;Anthony Perkins, Diana Scarwid, Jeff Fahey, Roberta Maxwell
4564;Jake Speed;Action, Adventure, Comedy            ;Wayne Crawford, Dennis Christopher, Karen Kopins, John Hurt
4565;Cobra;Action, Crime, Thriller            ;Sylvester Stallone, Brigitte Nielsen, Reni Santoni, Andrew Robinson
4566;Down by Law;Comedy, Crime, Drama            ;Tom Waits, John Lurie, Roberto Benigni, Nicoletta Braschi
4567;The Mission;Adventure, Drama, History            ;Robert De Niro, Jeremy Irons, Ray McAnally, Aidan Quinn
4568;Top Gun;Action, Drama            ;Tom Cruise, Tim Robbins, Kelly McGillis, Val Kilmer
4569;Short Circuit;Comedy, Family, Sci-Fi            ;Ally Sheedy, Steve Guttenberg, Fisher Stevens, Austin Pendleton
4570;No Retreat, No Surrender;Action, Comedy, Crime            ;Kurt McKinney, Jean-Claude Van Damme, J.W. Fails, Kathie Sileno
4571;8 Million Ways to Die;Action, Crime, Drama            ;Jeff Bridges, Rosanna Arquette, Alexandra Paul, Randy Brooks
4572;Crocodile Dundee;Action, Adventure, Comedy            ;Paul Hogan, Linda Kozlowski, John Meillon, David Gulpilil
4573;Wise Guys;Comedy, Crime            ;Danny DeVito, Joe Piscopo, Harvey Keitel, Ray Sharkey
4574;Lucas;Comedy, Drama, Romance            ;Corey Haim, Kerri Green, Charlie Sheen, Courtney Thorne-Smith
4575;April Fool's Day;Horror, Mystery            ;Deborah Foreman, Griffin O'Neal, Clayton Rohner, Jay Baker
4576;The Money Pit;Comedy            ;Tom Hanks, Shelley Long, Alexander Godunov, Maureen Stapleton
4577;Chopping Mall;Comedy, Horror, Sci-Fi            ;Kelli Maroney, Tony O'Dell, Russell Todd, Karrie Emerson
4578;Rad;Drama, Sport            ;Bart Conner, Lori Loughlin, Bill Allen, Talia Shire
4579;Police Academy 3: Back in Training;Comedy            ;Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow
4580;Crossroads;Drama, Music, Mystery            ;Ralph Macchio, Joe Seneca, Jami Gertz, Joe Morton
4581;Gung Ho;Comedy, Drama            ;Michael Keaton, Gedde Watanabe, George Wendt, Mimi Rogers
4582;At Close Range;Crime, Drama            ;Sean Penn, Christopher Walken, Mary Stuart Masterson, Chris Penn
4583;Caravaggio;Biography, Drama, History            ;Noam Almaz, Dexter Fletcher, Nigel Terry, Sean Bean
4584;9½ Weeks;Drama, Romance            ;Mickey Rourke, Kim Basinger, Margaret Whitton, David Margulies
4585;The Delta Force;Action, Adventure, Drama            ;Chuck Norris, Lee Marvin, Martin Balsam, Joey Bishop
4586;Highlander;Action, Adventure, Fantasy            ;Christopher Lambert, Sean Connery, Clancy Brown, Roxanne Hart
4587;Youngblood;Drama, Romance, Sport            ;Rob Lowe, Cynthia Gibb, Patrick Swayze, Ed Lauter
4588;F/X;Action, Thriller            ;Bryan Brown, Brian Dennehy, Diane Venora, Cliff De Young
4589;Down and Out in Beverly Hills;Comedy            ;Nick Nolte, Bette Midler, Richard Dreyfuss, Little Richard
4590;Pretty in Pink;Comedy, Drama, Romance            ;Molly Ringwald, Jon Cryer, Harry Dean Stanton, Annie Potts
4591;Hannah and Her Sisters;Comedy, Drama            ;Mia Farrow, Dianne Wiest, Michael Caine, Barbara Hershey
4592;The Hitcher;Action, Thriller            ;Rutger Hauer, C. Thomas Howell, Jennifer Jason Leigh, Jeffrey DeMunn
4593;Iron Eagle;Action, Thriller, War            ;Louis Gossett Jr., Jason Gedrick, David Suchet, Tim Thomerson
4594;Born American;Action, Drama, Thriller            ;Mike Norris, Steve Durham, David Coburn, Thalmus Rasulala
4595;Head Office;Comedy            ;Judge Reinhold, Eddie Albert, Lori-Nan Engler, Merritt Butrick
4596;The Color Purple;Drama            ;Danny Glover, Whoopi Goldberg, Oprah Winfrey, Margaret Avery
4597;Clue;Comedy, Crime, Mystery            ;Eileen Brennan, Tim Curry, Madeline Kahn, Christopher Lloyd
4598;A Room with a View;Drama, Romance            ;Maggie Smith, Helena Bonham Carter, Denholm Elliott, Julian Sands
4599;Enemy Mine;Action, Adventure, Drama            ;Dennis Quaid, Louis Gossett Jr., Brion James, Richard Marcus
4600;Out of Africa;Biography, Drama, Romance            ;Meryl Streep, Robert Redford, Klaus Maria Brandauer, Michael Kitchen
4601;A Chorus Line;Drama, Music, Musical            ;Michael Douglas, Terrence Mann, Michael Blevins, Yamil Borges
4602;House;Comedy, Fantasy, Horror            ;William Katt, Kay Lenz, George Wendt, Richard Moll
4603;Spies Like Us;Adventure, Comedy            ;Chevy Chase, Dan Aykroyd, Mark Stewart, Sean Daniel
4604;Rocky IV;Drama, Sport            ;Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers
4605;Once Bitten;Comedy, Fantasy, Horror            ;Lauren Hutton, Jim Carrey, Karen Kopins, Cleavon Little
4606;Runaway Train;Action, Adventure, Drama            ;Jon Voight, Eric Roberts, Rebecca De Mornay, Kyle T. Heffner
4607;That Was Then... This Is Now;Crime, Drama            ;Emilio Estevez, Craig Sheffer, Larry B. Scott, Matthew Dudley
4608;Death Wish 3;Action, Crime, Drama            ;Charles Bronson, Deborah Raffin, Ed Lauter, Martin Balsam
4609;To Live and Die in L.A.;Action, Crime, Drama            ;William Petersen, Willem Dafoe, John Pankow, Debra Feuer
4610;A Nightmare on Elm Street 2: Freddy's Revenge;Horror            ;Robert Englund, Mark Patton, Kim Myers, Robert Rusler
4611;Silver Bullet;Horror            ;Gary Busey, Everett McGill, Corey Haim, Megan Follows
4612;Sweet Dreams;Biography, Drama, Music            ;Jessica Lange, Ed Harris, Ann Wedgeworth, David Clennon
4613;Commando;Action, Adventure, Thriller            ;Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells
4614;The Journey of Natty Gann;Adventure, Family            ;Meredith Salenger, John Cusack, Ray Wise, Lainie Kazan
4615;American Ninja;Action, Adventure, Romance            ;Michael Dudikoff, Steve James, Judie Aronson, Guich Koock
4616;Legend;Adventure, Fantasy, Romance            ;Tom Cruise, Mia Sara, Tim Curry, David Bennent
4617;Teen Wolf;Comedy, Fantasy            ;Michael J. Fox, James Hampton, Susan Ursitti, Jerry Levine
4618;Better Off Dead...;Comedy, Romance            ;John Cusack, David Ogden Stiers, Kim Darby, Demian Slade
4619;My Beautiful Laundrette;Comedy, Drama, Romance            ;Saeed Jaffrey, Roshan Seth, Daniel Day-Lewis, Richard Graham
4620;Volunteers;Adventure, Comedy            ;Tom Hanks, John Candy, Rita Wilson, Tim Thomerson
4621;The Bride;Fantasy, Horror, Romance            ;Sting, Jennifer Beals, Anthony Higgins, Clancy Brown
4622;American Flyers;Drama, Sport            ;Kevin Costner, David Marshall Grant, Rae Dawn Chong, Alexandra Paul
4623;My Science Project;Action, Adventure, Comedy            ;John Stockwell, Danielle von Zerneck, Fisher Stevens, Raphael Sbarge
4624;Real Genius;Comedy, Romance, Sci-Fi            ;Val Kilmer, Gabriel Jarret, Michelle Meyrink, William Atherton
4625;Weird Science;Comedy, Romance, Sci-Fi            ;Anthony Michael Hall, Ilan Mitchell-Smith, Kelly LeBrock, Bill Paxton
4626;Fright Night;Horror, Thriller            ;Chris Sarandon, William Ragsdale, Amanda Bearse, Roddy McDowall
4627;National Lampoon's European Vacation;Adventure, Comedy            ;Chevy Chase, Beverly D'Angelo, Dana Hill, Jason Lively
4628;Pee-wee's Big Adventure;Adventure, Comedy, Family            ;Paul Reubens, Elizabeth Daily, Mark Holton, Diane Salinger
4629;The Heavenly Kid;Comedy, Fantasy, Romance            ;Lewis Smith, Jason Gedrick, Jane Kaczmarek, Richard Mulligan
4630;The Black Cauldron;Animation, Action, Adventure            ;Grant Bardsley, Freddie Jones, Susan Sheridan, Nigel Hawthorne
4631;The Legend of Billie Jean;Action, Drama            ;Helen Slater, Christian Slater, Keith Gordon, Richard Bradford
4632;Explorers;Adventure, Comedy, Family            ;Ethan Hawke, River Phoenix, Jason Presson, Bradley Gregg
4633;Silverado;Action, Crime, Drama            ;Kevin Kline, Scott Glenn, Kevin Costner, Danny Glover
4634;Back to the Future;Adventure, Comedy, Sci-Fi            ;Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover
4635;Red Sonja;Action, Adventure, Fantasy            ;Arnold Schwarzenegger, Brigitte Nielsen, Sandahl Bergman, Paul L. Smith
4636;Day of the Dead;Horror, Thriller            ;Lori Cardille, Terry Alexander, Joseph Pilato, Jarlath Conroy
4637;Mad Max Beyond Thunderdome;Action, Adventure, Sci-Fi            ;Mel Gibson, Tina Turner, Bruce Spence, Adam Cockburn
4638;St. Elmo's Fire;Drama, Romance            ;Demi Moore, Rob Lowe, Andrew McCarthy, Emilio Estevez
4639;Return to Oz;Adventure, Family, Fantasy            ;Fairuza Balk, Nicol Williamson, Jean Marsh, Piper Laurie
4640;Cocoon;Comedy, Drama, Sci-Fi            ;Don Ameche, Wilford Brimley, Hume Cronyn, Brian Dennehy
4641;Lifeforce;Action, Horror, Mystery            ;Steve Railsback, Mathilda May, Peter Firth, Frank Finlay
4642;Secret Admirer;Comedy, Romance            ;C. Thomas Howell, Lori Loughlin, Kelly Preston, Dee Wallace
4643;Prizzi's Honor;Comedy, Crime, Drama            ;Jack Nicholson, Kathleen Turner, Robert Loggia, John Randolph
4644;The Goonies;Adventure, Comedy, Family            ;Sean Astin, Josh Brolin, Jeff Cohen, Corey Feldman
4645;Fletch;Comedy, Crime, Mystery            ;Chevy Chase, Joe Don Baker, Dana Wheeler-Nicholson, Richard Libertini
4646;Re-Animator;Comedy, Horror, Sci-Fi            ;Jeffrey Combs, Bruce Abbott, Barbara Crampton, David Gale
4647;Rambo: First Blood Part II;Action, Adventure, Thriller            ;Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff
4648;A View to a Kill;Action, Adventure, Thriller            ;Roger Moore, Christopher Walken, Tanya Roberts, Grace Jones
4649;Brewster's Millions;Comedy            ;Richard Pryor, John Candy, Lonette McKee, Stephen Collins
4650;Perfect;Drama, Romance            ;John Travolta, Jamie Lee Curtis, Ramey Ellis, Alma Beltran
4651;Pale Rider;Drama, Western            ;Clint Eastwood, Michael Moriarty, Carrie Snodgress, Sydney Penny
4652;Kiss of the Spider Woman;Drama            ;William Hurt, Raul Julia, Sônia Braga, José Lewgoy
4653;Private Resort;Comedy            ;Rob Morrow, Johnny Depp, Emily Longstreth, Karyn O'Bryan
4654;Gotcha!;Action, Comedy, Mystery            ;Anthony Edwards, Linda Fiorentino, Jsu Garcia, Alex Rocco
4655;Code of Silence;Action, Crime, Drama            ;Chuck Norris, Henry Silva, Bert Remsen, Mike Genovese
4656;Gymkata;Action, Thriller            ;Kurt Thomas, Tetchie Agbayani, Richard Norton, Edward Michael Bell
4657;Just One of the Guys;Comedy, Romance            ;Joyce Hyser, Clayton Rohner, Billy Jayne, Toni Hudson
4658;The Return of the Living Dead;Comedy, Horror, Sci-Fi            ;Clu Gulager, James Karen, Don Calfa, Thom Mathews
4659;Moving Violations;Comedy            ;John Murray, Jennifer Tilly, James Keach, Brian Backer
4660;Girls Just Want to Have Fun;Comedy, Music, Romance            ;Biff Yeager, Kristi Somers, Richard Blade, Ian Michael Giatti
4661;Cat's Eye;Comedy, Horror, Thriller            ;Drew Barrymore, James Woods, Alan King, Kenneth McMillan
4662;Crimewave;Comedy, Crime, Horror            ;Louise Lasser, Brion James, Paul L. Smith, Sheree J. Wilson
4663;Desperately Seeking Susan;Comedy, Drama            ;Rosanna Arquette, Madonna, Aidan Quinn, Mark Blum
4664;Police Academy 2: Their First Assignment;Comedy            ;Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow
4665;The Slugger's Wife;Comedy, Music, Romance            ;Michael O'Keefe, Rebecca De Mornay, Martin Ritt, Randy Quaid
4666;Ladyhawke;Adventure, Comedy, Drama            ;Matthew Broderick, Rutger Hauer, Michelle Pfeiffer, Leo McKern
4667;Friday the 13th: A New Beginning;Horror, Mystery, Thriller            ;Melanie Kinnaman, John Shepherd, Anthony Barrile, Suzanne Bateman
4668;Porky's Revenge;Comedy            ;Dan Monahan, Wyatt Knight, Tony Ganios, Mark Herrier
4669;Mask;Biography, Drama            ;Cher, Eric Stoltz, Sam Elliott, Estelle Getty
4670;Brazil;Drama, Sci-Fi            ;Jonathan Pryce, Kim Greist, Robert De Niro, Katherine Helmond
4671;Mischief;Comedy, Romance            ;Doug McKeon, Catherine Mary Stewart, Kelly Preston, Chris Nash
4672;Heaven Help Us;Comedy, Drama, Romance            ;Donald Sutherland, Andrew McCarthy, John Heard, Mary Stuart Masterson
4673;Lost in America;Comedy            ;Albert Brooks, Julie Hagerty, Sylvia Farrel, Tina Kincaid
4674;The Breakfast Club;Comedy, Drama            ;Emilio Estevez, Judd Nelson, Molly Ringwald, Ally Sheedy
4675;Witness;Crime, Drama, Romance            ;Harrison Ford, Kelly McGillis, Lukas Haas, Josef Sommer
4676;The Purple Rose of Cairo;Comedy, Fantasy, Romance            ;Mia Farrow, Jeff Daniels, Danny Aiello, Irving Metzman
4677;The Falcon and the Snowman;Biography, Crime, Drama            ;Timothy Hutton, Sean Penn, Pat Hingle, Joyce Van Patten
4678;Tuff Turf;Action, Comedy, Drama            ;James Spader, Kim Richards, Paul Mones, Matt Clark
4679;Johnny Dangerously;Comedy, Crime            ;Michael Keaton, Joe Piscopo, Marilu Henner, Maureen Stapleton
4680;Breakin' 2: Electric Boogaloo;Comedy, Drama, Musical            ;Lucinda Dickey, Adolfo Quinones, Michael Chambers, Susie Coelho
4681;Starman;Romance, Sci-Fi            ;Jeff Bridges, Karen Allen, Charles Martin Smith, Richard Jaeckel
4682;Runaway;Action, Crime, Sci-Fi            ;Tom Selleck, Cynthia Rhodes, Gene Simmons, Kirstie Alley
4683;2010;Adventure, Mystery, Sci-Fi            ;Roy Scheider, John Lithgow, Helen Mirren, Bob Balaban
4684;The Cotton Club;Crime, Drama, Music            ;Richard Gere, Gregory Hines, Diane Lane, Lonette McKee
